,Amount,Detailed Head,Detailed Head Description,District,Group Sub Head,Group Sub Head Description,Head of Account,Major Head,Major Head Description,Major Head Type,Minor Head,Minor Head Description,Month,Plan/Non Plan,Sub Detailed Head,Sub Detailed Head Description,Sub Head,Sub Head Description,Sub Major Head,Sub Major Head Description,Voted/Charged,Year
726,1778909.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2202021090004010016NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,16.0,House Rent Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
727,97936.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2202021090004010017NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,17.0,Medical Reimbursement,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
728,150828.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2202021090004010018NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,18.0,Encashment of Earned Leave,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
730,6625.0,130.0,Office Expenses,EASTGODAVARI,0.0,Not Applicable,2202021090004130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
731,363629.0,310.0,Grants-in-Aid,EASTGODAVARI,0.0,Not Applicable,2202021090004310311NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,311.0,Grants-in-Aid towards Salaries,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
732,0.0,310.0,Grants-in-Aid,EASTGODAVARI,0.0,Not Applicable,2202021090004310318NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,318.0,Obsequies Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
733,0.0,130.0,Office Expenses,EASTGODAVARI,11.0,State Development Schemes,2202021091104130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,P,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
743,17760686.0,310.0,Grants-in-Aid,EASTGODAVARI,0.0,Not Applicable,2202021100004310311NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,NOV,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
744,0.0,310.0,Grants-in-Aid,EASTGODAVARI,0.0,Not Applicable,2202021100004310312NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,NOV,N,312.0,Other Grants-in-Aid,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
1415,35935.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2211001030004010011NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,11.0,Pay,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1416,2075.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2211001030004010012NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,12.0,Allowances,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1417,33184.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2211001030004010013NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,13.0,Dearness Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1418,7806.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2211001030004010015NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,15.0,Interim Relief,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1419,5593.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2211001030004010016NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,16.0,House Rent Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1420,0.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2211001030004010017NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,17.0,Medical Reimbursement,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1421,0.0,110.0,Domestic Travel Expenses,EASTGODAVARI,0.0,Not Applicable,2211001030004110111NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,111.0,Travelling Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1422,0.0,130.0,Office Expenses,EASTGODAVARI,0.0,Not Applicable,2211001030004130131NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,131.0,"Service Postage, Telegram and Telephone Charges",4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1423,0.0,130.0,Office Expenses,EASTGODAVARI,0.0,Not Applicable,2211001030004130132NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,132.0,Other Office Expenses,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1424,0.0,130.0,Office Expenses,EASTGODAVARI,0.0,Not Applicable,2211001030004130133NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,133.0,Water and Electricity Charges,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
1871,286890.0,10.0,Salaries,EASTGODAVARI,11.0,State Development Schemes,2225032771122010011NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,11.0,Pay,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1872,1860.0,10.0,Salaries,EASTGODAVARI,11.0,State Development Schemes,2225032771122010012NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,12.0,Allowances,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1873,263839.0,10.0,Salaries,EASTGODAVARI,11.0,State Development Schemes,2225032771122010013NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,13.0,Dearness Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1874,77464.0,10.0,Salaries,EASTGODAVARI,11.0,State Development Schemes,2225032771122010015NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,15.0,Interim Relief,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1875,43692.0,10.0,Salaries,EASTGODAVARI,11.0,State Development Schemes,2225032771122010016NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,16.0,House Rent Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1876,0.0,10.0,Salaries,EASTGODAVARI,11.0,State Development Schemes,2225032771122010017NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,17.0,Medical Reimbursement,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1877,0.0,10.0,Salaries,EASTGODAVARI,11.0,State Development Schemes,2225032771122010018NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,18.0,Encashment of Earned Leave,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1878,0.0,130.0,Office Expenses,EASTGODAVARI,11.0,State Development Schemes,2225032771122130131NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,131.0,"Service Postage, Telegram and Telephone Charges",22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1879,0.0,130.0,Office Expenses,EASTGODAVARI,11.0,State Development Schemes,2225032771122130132NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,132.0,Other Office Expenses,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1880,18193.0,130.0,Office Expenses,EASTGODAVARI,11.0,State Development Schemes,2225032771122130133NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,133.0,Water and Electricity Charges,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1881,0.0,140.0,"Rents, Rates and Taxes",EASTGODAVARI,11.0,State Development Schemes,2225032771122140000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1882,0.0,210.0,Supplies and Materials,EASTGODAVARI,11.0,State Development Schemes,2225032771122210211NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,211.0,Materials and Supplies,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1883,108969.0,230.0,Cost of Ration/Diet Charges,EASTGODAVARI,11.0,State Development Schemes,2225032771122230000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1884,0.0,300.0,Other Contractual Services,EASTGODAVARI,11.0,State Development Schemes,2225032771122300000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
1885,0.0,500.0,Other Charges,EASTGODAVARI,11.0,State Development Schemes,2225032771122500503NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,503.0,Other Expenditure,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
2010,244025.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2235021020010010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,11.0,Pay,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2011,3305.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2235021020010010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,12.0,Allowances,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2012,213232.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2235021020010010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,13.0,Dearness Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2013,65881.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2235021020010010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,15.0,Interim Relief,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2014,39593.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2235021020010010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,16.0,House Rent Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2015,0.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2235021020010010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,17.0,Medical Reimbursement,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2016,0.0,10.0,Salaries,EASTGODAVARI,0.0,Not Applicable,2235021020010010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,18.0,Encashment of Earned Leave,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2018,0.0,110.0,Domestic Travel Expenses,EASTGODAVARI,0.0,Not Applicable,2235021020010110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,111.0,Travelling Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2019,0.0,130.0,Office Expenses,EASTGODAVARI,0.0,Not Applicable,2235021020010130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,131.0,"Service Postage, Telegram and Telephone Charges",10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2020,2250.0,130.0,Office Expenses,EASTGODAVARI,0.0,Not Applicable,2235021020010130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,132.0,Other Office Expenses,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2021,7525.0,130.0,Office Expenses,EASTGODAVARI,0.0,Not Applicable,2235021020010130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,133.0,Water and Electricity Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2022,0.0,140.0,"Rents, Rates and Taxes",EASTGODAVARI,0.0,Not Applicable,2235021020010140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2023,0.0,210.0,Supplies and Materials,EASTGODAVARI,0.0,Not Applicable,2235021020010210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,211.0,Materials and Supplies,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2024,0.0,210.0,Supplies and Materials,EASTGODAVARI,0.0,Not Applicable,2235021020010210212NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,212.0,Drugs and Medicines,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2025,136403.0,230.0,Cost of Ration/Diet Charges,EASTGODAVARI,0.0,Not Applicable,2235021020010230000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2026,0.0,250.0,"Clothing, Tentage and Store",EASTGODAVARI,0.0,Not Applicable,2235021020010250000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2027,0.0,500.0,Other Charges,EASTGODAVARI,0.0,Not Applicable,2235021020010500504NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,504.0,Cosmetic Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
2038,3792295.0,10.0,Salaries,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,11.0,Pay,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2039,0.0,10.0,Salaries,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,12.0,Allowances,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2040,118792.0,10.0,Salaries,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,12.0,Allowances,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2041,3193524.0,10.0,Salaries,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,13.0,Dearness Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2042,967779.0,10.0,Salaries,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,15.0,Interim Relief,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2043,502451.0,10.0,Salaries,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,16.0,House Rent Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2044,92397.0,10.0,Salaries,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,17.0,Medical Reimbursement,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2045,346337.0,10.0,Salaries,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,18.0,Encashment of Earned Leave,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2047,611320.0,110.0,Domestic Travel Expenses,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,111.0,Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2048,29448.0,110.0,Domestic Travel Expenses,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205110114NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,114.0,Fixed Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2049,65839.0,130.0,Office Expenses,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,131.0,"Service Postage, Telegram and Telephone Charges",5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2050,57885.0,130.0,Office Expenses,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,132.0,Other Office Expenses,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2051,24352.0,130.0,Office Expenses,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,133.0,Water and Electricity Charges,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2052,166541.0,130.0,Office Expenses,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130134NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,134.0,Hiring of Private Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2053,4989938.0,140.0,"Rents, Rates and Taxes",EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2054,0.0,210.0,Supplies and Materials,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,211.0,Materials and Supplies,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2055,25193.0,240.0,"Petrol, Oil and Lubricants",EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205240000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2056,53732185.0,280.0,Professional Services,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,283.0,Payments to Anganwadi Workers,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2057,0.0,300.0,Other Contractual Services,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205300000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2058,10070036.0,310.0,Grants-in-Aid,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205310312NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,312.0,Other Grants-in-Aid,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2059,10190.0,510.0,Motor Vehicles,EASTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205510511NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,511.0,Maintenance of Office Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2132,0.0,280.0,Professional Services,EASTGODAVARI,11.0,State Development Schemes,2235027891108280283NVN,2235.0,Social Security and Welfare,P,789.0,Special Component Plan for Scheduled Castes,NOV,P,283.0,Payments to Anganwadi Workers,8.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
2970,0.0,1.0,Advances for N.G.Os. for Education of their children and other Miscellaneous purposes,EASTGODAVARI,0.0,Not Applicable,7610008000010001000NVN,7610.0,"Loans to Government Servants etc.,",P,800.0,Other Expenditure,NOV,N,0.0,Not Applicable,10.0,Advances to N.G.O's for education of their children and other Misc.purposes,0.0,Not Applicable,V,2014
3681,7206655.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202011010004010011NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,11.0,Pay,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3682,294820.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202011010004010012NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,12.0,Allowances,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3683,5391968.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202011010004010013NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,13.0,Dearness Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3684,1934776.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202011010004010015NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,15.0,Interim Relief,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3685,1273114.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202011010004010016NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,16.0,House Rent Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3686,0.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202011010004010017NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,17.0,Medical Reimbursement,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3687,13061.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202011010004010018NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,18.0,Encashment of Earned Leave,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3688,0.0,210.0,Supplies and Materials,VISAKHAPATNAM,0.0,Not Applicable,2202011010004210211NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,211.0,Materials and Supplies,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3689,0.0,310.0,Grants-in-Aid,VISAKHAPATNAM,0.0,Not Applicable,2202011010004310318NVN,2202.0,General Education,P,101.0,Government Primary Schools,AUG,N,318.0,Obsequies Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
3690,9104939.0,310.0,Grants-in-Aid,VISAKHAPATNAM,0.0,Not Applicable,2202011020004310311NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",AUG,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
